Year,Month,Utility_Number,Name,State,Status,AMR_Res,AMR_Com,AMR_Ind,AMR_Tran,AMR_Total,AMI_Res,AMI_Com,AMI_Ind,AMI_Tran,AMI_Total,Non_Res,Non_Com,Non_Ind,Non_Trans,Non_Total,Total_Res,Total_Com,Total_Ind,Total_Trans,Total_Total,ES_Res,ES_Com,ES_Ind,ES_Tran,ES_Total
2016,6,20332,Wells Rural Electric Co,NV,Final,"4,322",950,146,0,"5,418",.,.,.,.,0,.,.,.,.,0,"4,322",950,146,0,"5,418",.,.,.,.,0
2016,6,22814,Raft Rural Elec Coop Inc,NV,Final,.,.,.,.,0,"1,461",267,48,.,"1,776",.,.,.,.,0,"1,461",267,48,.,"1,776",734,"2,451",810,.,"3,995"
2016,6,3249,Central Hudson Gas & Elec Corp,NY,Final,"119,120",15,.,.,"119,135",.,.,.,.,0,"166,580","21,171",833,.,"188,584","285,700","21,186",833,.,"307,719",.,.,.,.,0
2016,6,4226,Consolidated Edison Co-NY Inc,NY,Final,"1,164,892","191,180",.,.,"1,356,072",.,.,.,.,0,"1,731,170","333,037",755,6,"2,064,968","2,896,062","524,217",755,6,"3,421,040",.,.,.,.,0
2016,6,11171,Long Island Power Authority,NY,Final,"17,445","1,508",.,133,"19,086","6,150","2,872",.,.,"9,022",.,.,.,.,0,"23,595","4,380",.,133,"28,108","4,217","84,708",.,.,"88,924"
2016,6,13511,New York State Elec & Gas Corp,NY,Final,0,598,386,0,984,.,.,.,.,0,"767,400","120,997","1,598",1,"889,996","767,400","121,595","1,984",1,"890,980",.,.,.,.,0
2016,6,13573,Niagara Mohawk Power Corp.,NY,Final,"1,639,379","286,551",942,.,"1,926,872",275,"2,408",610,.,"3,293",.,.,.,2,2,"1,639,654","288,959","1,552",2,"1,930,167",987,"541,804","374,247",.,"917,038"
2016,6,14154,Orange & Rockland Utils Inc,NY,Final,"93,523","1,376",0,0,"94,899",.,0,0,0,0,"104,453","30,323",100,.,"134,876","197,976","31,699",100,0,"229,775",.,.,.,.,0
2016,6,14711,Pennsylvania Electric Co,NY,Final,0,1,0,0,1,0,0,0,0,0,"3,416",570,1,0,"3,987","3,416",571,1,0,"3,988",0,0,0,0,0
2016,6,16183,Rochester Gas & Electric Corp,NY,Final,0,466,211,.,677,.,.,.,.,0,"334,490","39,955",617,.,"375,062","334,490","40,421",828,.,"375,739",.,.,.,.,0
2016,6,3542,Duke Energy Ohio Inc,OH,Final,"4,666","3,339",145,.,"8,150","629,779","73,313","2,746",.,"705,838","1,020",935,83,.,"2,038","635,465","77,587","2,974",.,"716,026","665,598","663,372","398,230",.,"1,727,199"
2016,6,3755,Cleveland Electric Illum Co,OH,Final,"7,151","1,520",537,0,"9,208","30,956",882,0,0,"31,838","628,150","85,106",679,15,"713,950","666,257","87,508","1,216",15,"754,996","30,476","3,274",0,0,"33,750"
2016,6,4922,Dayton Power & Light Co,OH,Final,"281,933",.,.,.,"281,933",.,.,.,.,0,"175,890","57,394","1,713",1,"234,998","457,823","57,394","1,713",1,"516,931",.,.,.,.,0
2016,6,13998,Ohio Edison Co,OH,Final,"2,352",439,695,0,"3,486",11,0,0,0,11,"927,565","114,314","1,022",0,"1,042,901","929,928","114,753","1,717",0,"1,046,398",11,0,0,0,11
2016,6,14006,Ohio Power Co,OH,Final,"526,684","87,619","6,995",0,"621,298","120,137","15,368",350,0,"135,855","653,233","81,779","2,964",0,"737,976","1,300,054","184,766","10,309",0,"1,495,129","89,980","82,194","14,623",0,"186,797"
2016,6,18997,The Toledo Edison Co,OH,Final,605,268,208,0,"1,081",0,0,0,0,0,"272,604","34,671",472,0,"307,747","273,209","34,939",680,0,"308,828",0,0,0,0,0
2016,6,817,Arkansas Valley Elec Coop Corp,OK,Final,.,.,.,.,0,"4,087",483,.,.,"4,570",.,.,.,.,0,"4,087",483,.,.,"4,570","4,248","2,758",.,.,"7,006"
2016,6,7490,Grand River Dam Authority,OK,Final,0,0,0,0,0,0,54,119,0,173,0,6,9,0,15,0,60,128,0,188,0,532,"153,607",0,"154,139"
2016,6,13734,Northeast Oklahoma Electric Co,OK,Final,0,0,0,0,0,"34,880","3,573",2,0,"38,455",0,0,0,0,0,"34,880","3,573",2,0,"38,455","30,577","10,233","3,053",0,"43,863"
2016,6,14062,Oklahoma Electric Coop Inc,OK,Final,0,0,0,0,0,"49,547","4,482",49,0,"54,078",0,0,0,0,0,"49,547","4,482",49,0,"54,078","66,024","24,462","15,563",0,"106,049"
2016,6,14063,Oklahoma Gas & Electric Co,OK,Final,1,0,0,0,1,"675,607","103,780","9,540",0,"788,927",.,.,.,.,0,"675,608","103,780","9,540",0,"788,928","908,455","894,002","468,336",0,"2,270,793"
2016,6,15474,Public Service Co of Oklahoma,OK,Final,"5,944",601,92,0,"6,637","460,745","65,709","6,012",0,"532,466","4,892","4,353",46,0,"9,291","471,581","70,663","6,150",0,"548,394","506,301","466,672","135,910",0,"1,108,883"
2016,6,19785,Verdigris Valley Elec Coop Inc,OK,Final,.,.,.,.,0,"31,540","3,920",654,0,"36,114",0,0,0,0,0,"31,540","3,920",654,0,"36,114","55,654","4,165","6,884",0,"66,703"
2016,6,1738,Bonneville Power Administration,OR,Final,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,6,6022,City of Eugene - (OR),OR,Final,0,0,0,.,0,0,0,0,.,0,"84,349","9,494",961,.,"94,804","84,349","9,494",961,.,"94,804",0,0,0,.,0
2016,6,9191,Idaho Power Co,OR,Final,242,53,0,0,295,"12,623","3,102","1,750",0,"17,475",534,290,265,0,"1,089","13,399","3,445","2,015",0,"18,859","12,229","10,672","36,266",0,"59,167"
2016,6,14354,PacifiCorp,OR,Final,"102,387","7,551","1,123",2,"111,063",.,.,.,.,0,"402,136","62,242","8,656",59,"473,093","504,523","69,793","9,779",61,"584,156",.,.,.,.,0
2016,6,15248,Portland General Electric Co,OR,Final,0,0,0,0,0,"751,565","107,681",250,1,"859,497",.,.,.,.,0,"751,565","107,681",250,1,"859,497","539,661","595,223","243,228",697,"1,378,810"
2016,6,18260,Surprise Valley Electrification,OR,Final,0,0,0,0,0,0,0,0,0,0,"1,157",406,276,0,"1,839","1,157",406,276,0,"1,839",0,0,0,0,0
2016,6,28541,Clatskanie Peoples Util Dist,OR,Final,691,46,6,.,743,.,.,.,.,0,"3,483",397,.,.,"3,880","4,174",443,6,.,"4,623",.,.,.,.,0
2016,6,40437,Emerald People's Utility Dist,OR,Final,"18,426","1,761",694,0,"20,881",.,.,.,.,0,75,57,65,0,197,"18,501","1,818",759,0,"21,078",.,.,.,.,0
2016,6,3597,Citizens Electric Co - (PA),PA,Final,0,0,0,0,0,"5,770","1,127",39,0,"6,936",0,0,0,0,0,"5,770","1,127",39,0,"6,936","5,440","2,274","5,310",0,"13,024"
2016,6,5487,Duquesne Light Co,PA,Final,"283,642","59,007","1,120",1,"343,770","238,888","1,381",1,0,"240,270",.,.,.,.,0,"522,530","60,388","1,121",1,"584,040","193,220",328,0,0,"193,548"
2016,6,12390,Metropolitan Edison Co,PA,Final,"2,886",823,656,0,"4,365",1,0,0,0,1,"495,145","68,134",832,0,"564,111","498,032","68,957","1,488",0,"568,477",1,0,0,0,1
2016,6,14711,Pennsylvania Electric Co,PA,Final,"1,644",703,703,0,"3,050",0,0,0,0,0,"498,782","86,817",934,0,"586,533","500,426","87,520","1,637",0,"589,583",0,0,0,0,0
2016,6,14715,PPL Electric Utilities Corp,PA,Final,0,0,0,0,0,"1,246,911","180,830","3,915",1,"1,431,657",.,.,.,.,0,"1,246,911","180,830","3,915",1,"1,431,657","976,235","1,203,301","611,181","5,585","2,796,302"
2016,6,14716,Pennsylvania Power Co,PA,Final,1,120,129,0,250,0,0,0,0,0,"146,956","20,442",91,0,"167,489","146,957","20,562",220,0,"167,739",0,0,0,0,0
2016,6,14940,PECO Energy Co,PA,Final,295,832,"3,111",62,"4,300","1,499,184","142,597","1,183",.,"1,642,964",.,.,.,.,0,"1,499,479","143,429","4,294",62,"1,647,264","1,054,334","563,644","101,446",.,"1,719,424"
2016,6,15045,Pike County Light & Power Co,PA,Final,"3,296",92,0,0,"3,388",.,.,.,.,0,411,936,0,0,"1,347","3,707","1,028",0,0,"4,735",.,.,.,.,0
2016,6,19390,"UGI Utilities, Inc",PA,Final,"54,898","4,536",4,0,"59,438",.,.,.,.,0,852,"2,967",103,.,"3,922","55,750","7,503",107,0,"63,360",.,.,.,.,0
2016,6,20334,Wellsborough Electric Co,PA,Final,870,119,0,0,989,"3,965",830,12,0,"4,807",270,241,2,0,513,"5,105","1,190",14,0,"6,309","2,500","2,322","3,667",0,"8,489"
2016,6,20387,West Penn Power Company,PA,Final,"16,559","3,947",791,6,"21,303",2,.,.,.,2,"602,315","81,940","11,679",.,"695,934","618,876","85,887","12,470",6,"717,239",2,.,.,.,2
2016,6,1857,Block Island Power Co,RI,Final,"1,368",520,.,.,"1,888",.,.,.,.,0,.,.,.,.,0,"1,368",520,.,.,"1,888",.,.,.,.,0
2016,6,13214,The Narragansett Electric Co,RI,Final,"476,088","13,097",.,15,"489,200",0,261,.,.,261,"8,378","13,090",.,7,"21,475","484,466","26,448",.,22,"510,936",0,"84,896",.,.,"84,896"
2016,6,14537,Pascoag Utility District,RI,Final,"4,132",463,0,.,"4,595",0,0,0,.,0,24,63,58,.,145,"4,156",526,58,.,"4,740",0,0,0,.,0
2016,6,1613,Berkeley Electric Coop Inc,SC,Final,19,9,.,.,28,"81,606","9,173",.,.,"90,779","7,774",.,.,.,"7,774","89,399","9,182",.,.,"98,581","104,754","23,092",.,.,"127,846"
2016,6,3046,Duke Energy Progress - (NC),SC,Final,"136,028","29,287",341,.,"165,656",.,.,.,.,0,515,"1,967",350,.,"2,832","136,543","31,254",691,.,"168,488",.,.,.,.,0
2016,6,5416,"Duke Energy Carolinas, LLC",SC,Final,"422,762","48,021",373,.,"471,156","59,853","33,998","2,127",.,"95,978",827,"4,628",436,.,"5,891","483,442","86,647","2,936",.,"573,025","55,970","418,094","774,657",.,"1,248,721"
2016,6,11118,Lockhart Power Co,SC,Final,"4,954","1,239",9,0,"6,202",.,.,.,.,0,.,.,.,.,0,"4,954","1,239",9,0,"6,202",.,.,.,.,0
2016,6,14398,Palmetto Electric Coop Inc,SC,Final,.,.,.,.,0,"59,601","10,311",26,0,"69,938",.,.,.,.,0,"59,601","10,311",26,0,"69,938","76,254","42,807","8,941",0,"128,002"
2016,6,17539,South Carolina Electric&Gas Company,SC,Final,"600,860","89,591",298,.,"690,749","1,438","8,676",613,.,"10,727",2,128,30,.,160,"602,300","98,395",941,.,"701,636","1,498","624,330","439,975",.,"1,065,803"
2016,6,17543,South Carolina Public Service Authority,SC,Final,"100,757","17,332",.,.,"118,089",.,.,29,.,29,"45,811","9,822",32,.,"55,665","146,568","27,154",61,.,"173,783",.,.,"273,666",.,"273,666"
2016,6,1769,"Black Hills Electric Coop, Inc",SD,Final,184,62,0,0,246,"8,241","1,130",78,0,"9,449",0,0,0,0,0,"8,425","1,192",78,0,"9,695","6,780","2,926",478,0,"10,184"
2016,6,3236,"Central Electric Coop, Inc - (SD)",SD,Final,"6,399",612,178,0,"7,189",.,.,.,.,0,.,.,.,.,0,"6,399",612,178,0,"7,189",.,.,.,.,0
2016,6,11475,City of Madison - (SD),SD,Final,0,0,0,0,0,0,0,0,0,0,"2,785",454,63,0,"3,302","2,785",454,63,0,"3,302",0,0,0,0,0
2016,6,12199,Montana-Dakota Utilities Co,SD,Final,"6,556","2,034",8,0,"8,598",.,.,.,.,0,.,.,.,.,0,"6,556","2,034",8,0,"8,598",.,.,.,.,0
2016,6,12341,MidAmerican Energy Co,SD,Final,"3,918",868,8,0,"4,794",0,0,0,0,0,0,8,14,0,22,"3,918",876,22,0,"4,816",0,0,0,0,0
2016,6,13337,Nebraska Public Power District,SD,Final,0,0,.,.,0,"1,058",209,.,.,"1,267",45,3,.,.,48,"1,103",212,.,.,"1,315",47,348,.,.,395
2016,6,13750,"Northern Electric Coop, Inc",SD,Final,.,.,.,.,0,"5,300",706,235,.,"6,241",.,.,.,.,0,"5,300",706,235,.,"6,241","7,369","3,630","9,987",.,"20,986"
2016,6,13781,Northern States Power Co - Minnesota,SD,Final,"80,205","10,574",686,.,"91,465",.,.,.,.,0,0,2,24,.,26,"80,205","10,576",710,.,"91,491",.,.,.,.,0
2016,6,14232,Otter Tail Power Co,SD,Final,0,8,0,0,8,.,.,.,.,0,"12,064","3,575",0,0,"15,639","12,064","3,583",0,0,"15,647",.,.,.,.,0
2016,6,15040,City of Pierre - (SD),SD,Final,.,.,.,.,0,"6,100",953,175,0,"7,228",100,50,8,0,158,"6,200","1,003",183,0,"7,386","4,077","1,685","6,225",0,"11,987"
2016,6,16286,Rosebud Electric Coop Inc,SD,Final,0,0,0,0,0,"4,700",747,31,0,"5,478",0,0,0,0,0,"4,700",747,31,0,"5,478","3,880","1,615",35,0,"5,530"
2016,6,17267,Sioux Valley SW Elec Coop,SD,Final,1,0,0,0,1,"18,028","1,944",447,0,"20,419",0,0,0,0,0,"18,029","1,944",447,0,"20,420","19,770","3,241","26,077",0,"49,089"
2016,6,19293,Southeastern Electric Coop Inc - (SD),SD,Final,"14,303","1,694",0,.,"15,997",.,.,.,.,0,159,183,259,.,601,"14,462","1,877",259,.,"16,598",.,.,.,.,0
2016,6,19545,"Black Hills Power, Inc. d/b/a",SD,Final,.,.,.,.,0,"55,409","13,163",6,0,"68,578",.,.,.,.,0,"55,409","13,163",6,0,"68,578","42,369","74,070","15,770",0,"132,209"
2016,6,19896,City of Volga - (SD),SD,Final,894,125,28,0,"1,047",0,0,0,0,0,0,0,0,0,0,894,125,28,0,"1,047",0,0,0,0,0
2016,6,20187,Watertown Municipal Utilities,SD,Final,"10,397","2,391",94,0,"12,882",0,0,0,0,0,2,0,0,0,2,"10,399","2,391",94,0,"12,884",0,0,0,0,0
2016,6,20401,West River Electric Assn Inc,SD,Final,0,0,0,.,0,"14,865","1,840",16,.,"16,721",.,.,.,.,0,"14,865","1,840",16,.,"16,721","11,127","7,579","2,099",.,"20,805"
2016,6,727,Appalachian Electric Coop,TN,Final,0,0,0,0,0,"39,469","6,282",5,0,"45,756",0,0,0,0,0,"39,469","6,282",5,0,"45,756",457,211,62,0,730
2016,6,814,Entergy Arkansas Inc,TN,Final,0,0,0,0,0,0,0,0,0,0,2,3,3,0,8,2,3,3,0,8,0,0,0,0,0
2016,6,2247,City of Bristol - (TN),TN,Final,0,0,0,0,0,"15,185",405,5,0,"15,595",0,0,0,0,0,"15,185",405,5,0,"15,595","15,675",563,"5,765",0,"22,004"
2016,6,3408,City of Chattanooga - (TN),TN,Final,0,0,0,0,0,"142,794","22,166",55,0,"165,015",0,0,0,0,0,"142,794","22,166",55,0,"165,015","161,060","102,559","75,459",0,"339,078"
2016,6,3704,City of Clarksville - (TN),TN,Final,0,0,0,0,0,"57,864","5,070",4,0,"62,938","2,426","2,971",0,0,"5,397","60,290","8,041",4,0,"68,335","68,913","6,502","7,695",0,"83,110"
2016,6,3758,City of Cleveland - (TN),TN,Final,0,0,0,0,0,"26,487","4,614",17,0,"31,118",0,0,0,0,0,"26,487","4,614",17,0,"31,118","29,428","36,396","25,799",0,"91,623"
2016,6,3812,City of Clinton - (TN),TN,Final,0,0,0,0,0,"25,311","3,869",11,0,"29,191",0,0,0,0,0,"25,311","3,869",11,0,"29,191","31,140","15,993","21,844",0,"68,976"
2016,6,4624,Cumberland Elec Member Corp,TN,Final,"82,524","10,158",26,0,"92,708","1,510",0,0,0,"1,510",0,0,0,0,0,"84,034","10,158",26,0,"94,218","1,249",0,0,0,"1,249"
2016,6,5399,Duck River Elec Member Corp,TN,Final,0,0,0,0,0,"4,029","1,070",4,0,"5,103",0,0,0,0,0,"4,029","1,070",4,0,"5,103",42,351,229,0,622
2016,6,7174,Gibson Electric Members Corp,TN,Final,0,0,0,0,0,"28,832","5,745",7,0,"34,584",0,0,0,0,0,"28,832","5,745",7,0,"34,584","36,732","17,076","15,562",0,"69,370"
2016,6,7625,City of Greeneville - (TN),TN,Final,0,0,0,0,0,"30,881","7,074",10,0,"37,965",0,0,0,0,0,"30,881","7,074",10,0,"37,965","31,160","26,435","29,249",0,"86,844"
2016,6,9777,Johnson City - (TN),TN,Final,0,0,0,0,0,"66,762","10,910",18,0,"77,690",0,0,0,0,0,"66,762","10,910",18,0,"77,690","62,838","64,166","12,371",0,"139,375"
2016,6,10171,Kentucky Utilities Co,TN,Final,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0
2016,6,10331,Kingsport Power Co,TN,Final,"42,199","6,119",176,0,"48,494",62,2,.,0,64,.,.,.,0,0,"42,261","6,121",176,0,"48,558",82,0,.,0,82
2016,6,10421,Knoxville Utilities Board,TN,Final,"6,119",871,0,0,"6,990","5,760",993,3,0,"6,756",0,0,0,0,0,"11,879","1,864",3,0,"13,746","4,014","10,069","11,736",0,"25,819"
2016,6,10906,City of Lenoir - (TN),TN,Final,"50,841","7,788",2,0,"58,631",0,0,0,0,0,0,0,0,0,0,"50,841","7,788",2,0,"58,631",0,0,0,0,0
2016,6,12293,City of Memphis - (TN),TN,Final,0,0,239,0,239,"33,020",0,0,0,"33,020","340,259","44,777",100,0,"385,136","373,279","44,777",339,0,"418,395","44,297",0,0,0,"44,297"
2016,6,12470,Middle Tennessee E M C,TN,Final,0,0,0,0,0,"146,233","21,385",18,0,"167,636",0,0,0,0,0,"146,233","21,385",18,0,"167,636","214,076","161,846","41,859",0,"417,781"
2016,6,13216,Nashville Electric Service,TN,Final,"45,445",284,52,0,"45,781","127,676","40,175",14,0,"167,865",0,0,0,0,0,"173,121","40,459",66,0,"213,646","151,771","366,063","1,621",0,"519,456"
2016,6,17564,South Kentucky Rural E C C,TN,Final,.,.,.,.,0,158,29,3,0,190,0,0,0,0,0,158,29,3,0,190,82,55,73,0,210
2016,6,17694,Southwest Tennessee E M C,TN,Final,"31,917","7,501",0,0,"39,418","10,093",22,1,0,"10,116",0,0,0,0,0,"42,010","7,523",1,0,"49,534","14,690","1,617","2,767",0,"19,075"
2016,6,18642,Tennessee Valley Authority,TN,Final,0,0,0,0,0,0,32,40,0,72,0,0,0,0,0,0,32,40,0,72,0,"95,062","516,161",0,"611,223"
2016,6,19574,Upper Cumberland E M C,TN,Final,0,0,0,0,0,"41,587","7,096",9,0,"48,692",0,0,0,0,0,"41,587","7,096",9,0,"48,692","44,958","17,826","9,782",0,"72,566"
2016,6,19898,Volunteer Electric Coop,TN,Final,0,0,0,0,0,"95,534","18,457",15,0,"114,006",0,745,0,0,745,"95,534","19,202",15,0,"114,751","110,447","48,644","22,762",0,"181,853"
2016,6,3278,AEP Texas Central Company,TX,Final,34,41,52,0,127,"713,027","113,325","5,097",0,"831,449",96,"4,207",141,0,"4,444","713,157","117,573","5,290",0,"836,020","932,343","619,047","26,313",0,"1,577,702"
2016,6,5701,El Paso Electric Co,TX,Final,"281,057","20,351",0,.,"301,408",0,0,0,.,0,"6,428","13,829",101,.,"20,358","287,485","34,180",101,.,"321,766",0,0,0,.,0
2016,6,8901,CenterPoint Energy,TX,Final,.,"6,767","1,955",11,"8,733","2,106,295","280,272",.,363,"2,386,930",101,.,.,.,101,"2,106,396","287,039","1,955",374,"2,395,764","3,246,987","1,753,988",.,"3,168","5,004,143"
2016,6,13830,Nueces Electric Cooperative,TX,Final,674,209,0,0,883,0,0,0,0,0,0,373,12,0,385,674,582,12,0,"1,268",0,0,0,0,0
2016,6,16604,City of San Antonio - (TX),TX,Final,"327,507",.,.,.,"327,507","320,851","20,700",.,.,"341,551","99,199","32,647",54,.,"131,900","747,557","53,347",54,.,"800,958","398,592","253,866",.,.,"652,458"
2016,6,17008,Sharyland Utilities LP,TX,Final,"2,697",317,106,0,"3,120","24,074","15,471","11,126",0,"50,671",.,.,.,.,0,"26,771","15,788","11,232",0,"53,791","26,692","8,523","80,190",0,"115,405"
2016,6,17698,Southwestern Electric Power Co,TX,Final,"149,140","23,339","3,308",.,"175,787",0,0,0,.,0,803,"7,445","1,016",.,"9,264","149,943","30,784","4,324",.,"185,051",0,0,0,.,0
2016,6,17718,Southwestern Public Service Co,TX,Final,226,71,38,0,335,1,29,11,0,41,"208,371","46,246","8,582",0,"263,199","208,598","46,346","8,631",0,"263,575",1,407,511,0,919
2016,6,20404,AEP Texas North Company,TX,Final,6,21,27,0,54,"149,609","35,757","3,944",0,"189,310",36,710,154,0,900,"149,651","36,488","4,125",0,"190,264","146,190","123,986","12,884",0,"283,060"
2016,6,40051,Texas-New Mexico Power Co,TX,Final,0,0,0,0,0,"195,040","39,380",0,0,"234,420","8,724","2,063",74,0,"10,861","203,764","41,443",74,0,"245,281","246,618","162,892",0,0,"409,510"
2016,6,44372,Oncor Electric Delivery Company LLC,TX,Final,0,0,0,0,0,"2,940,222","448,896","5,912",400,"3,395,430",257,"6,609","1,508",7,"8,381","2,940,479","455,505","7,420",407,"3,403,811","3,228,962","2,416,648","96,685","2,210","5,744,505"
2016,6,55937,Entergy Texas Inc.,TX,Final,"16,833",457,357,0,"17,647",0,0,0,0,0,"360,895","82,407","6,385",0,"449,687","377,728","82,864","6,742",0,"467,334",0,0,0,0,0
2016,6,2010,City of Bountiful,UT,Final,"15,564","1,385",0,0,"16,949",0,0,0,0,0,0,0,1,0,1,"15,564","1,385",1,0,"16,950",0,0,0,0,0
2016,6,11135,City of Logan - (UT),UT,Final,0,0,0,0,0,"17,705","2,398",6,0,"20,109",0,0,0,0,0,"17,705","2,398",6,0,"20,109","6,401","17,263","7,743",0,"31,407"
2016,6,12866,Moon Lake Electric Assn Inc,UT,Final,"12,255","3,419",822,0,"16,496",0,0,0,0,0,235,150,36,0,421,"12,490","3,569",858,0,"16,917",0,0,0,0,0
2016,6,13073,"Mt Wheeler Power, Inc",UT,Final,213,129,68,.,410,.,.,3,.,3,.,.,.,.,0,213,129,71,.,413,.,.,36,.,36
2016,6,13314,Navajo Tribal Utility Authority,UT,Final,.,.,.,.,0,705,119,.,.,824,.,.,.,.,0,705,119,.,.,824,267,529,.,.,796
2016,6,14354,PacifiCorp,UT,Final,"775,327","71,148","5,431",349,"852,255",.,.,.,.,0,"1,303","16,328","2,658",135,"20,424","776,630","87,476","8,089",484,"872,679",.,.,.,.,0
2016,6,15444,Provo City Corp,UT,Final,"4,650",0,0,0,"4,650","1,218",122,0,.,"1,340","25,631","4,585",4,.,"30,220","31,499","4,707",4,0,"36,210",805,717,0,.,"1,523"
2016,6,17845,City of Springville - (UT),UT,Final,"10,272",632,.,.,"10,904",.,.,.,.,0,.,395,2,.,397,"10,272","1,027",2,.,"11,301",.,.,.,.,0
2016,6,17874,City of St George,UT,Final,"24,333","4,854",0,0,"29,187",.,.,.,.,0,.,.,.,.,0,"24,333","4,854",0,0,"29,187",.,.,.,.,0
2016,6,18206,Strawberry Electric Serv Dist,UT,Final,"3,023",450,56,.,"3,529",.,.,.,.,0,.,.,.,.,0,"3,023",450,56,.,"3,529",.,.,.,.,0
2016,6,20332,Wells Rural Electric Co,UT,Final,495,203,4,0,702,.,.,.,.,0,.,.,.,.,0,495,203,4,0,702,.,.,.,.,0
2016,6,22814,Raft Rural Elec Coop Inc,UT,Final,.,.,.,.,0,354,57,285,.,696,.,.,.,.,0,354,57,285,.,696,221,154,"4,932",.,"5,307"
2016,6,84,A & N Electric Coop,VA,Final,"30,995","2,887",4,.,"33,886",.,.,.,.,0,48,"1,075",4,.,"1,127","31,043","3,962",8,.,"35,013",.,.,.,.,0
2016,6,733,Appalachian Power Co,VA,Final,"447,296","75,400","1,839",0,"524,535",772,25,0,0,797,28,68,45,0,141,"448,096","75,493","1,884",0,"525,473",908,30,0,0,938
2016,6,10171,Kentucky Utilities Co,VA,Final,"1,850",583,8,0,"2,441",0,0,0,0,0,"22,066","4,114",140,0,"26,320","23,916","4,697",148,0,"28,761",0,0,0,0,0
2016,6,17066,Shenandoah Valley Elec Coop,VA,Final,"73,114","19,174",90,.,"92,378",.,.,.,.,0,30,65,.,.,95,"73,144","19,239",90,.,"92,473",.,.,.,.,0
2016,6,19876,Virginia Electric & Power Co,VA,Final,"1,840,298","118,329",75,0,"1,958,702","324,510","40,086",44,29,"364,669","10,227","99,129",923,8,"110,287","2,175,035","257,544","1,042",37,"2,433,658","239,904","482,984","8,004",218,"731,110"
2016,6,19882,Virginia Tech Electric Service,VA,Final,"5,230",454,0,0,"5,684",0,74,0,0,74,42,554,5,0,601,"5,272","1,082",5,0,"6,359",0,"7,691",0,0,"7,691"
2016,6,40228,Rappahannock Electric Coop,VA,Final,.,.,.,.,0,"145,071","10,362",568,.,"156,001",601,12,0,.,613,"145,672","10,374",568,.,"156,614","151,442","26,019","100,786",.,"278,247"
2016,6,2548,City of Burlington Electric - (VT),VT,Final,433,12,0,0,445,"15,503","3,761",10,0,"19,274",566,77,1,0,644,"16,502","3,850",11,0,"20,363","5,594","15,415","6,397",0,"27,406"
2016,6,7601,Green Mountain Power Corp,VT,Final,"1,915",131,0,0,"2,046","224,409","38,115",43,0,"262,567",.,.,.,.,0,"226,324","38,246",43,0,"264,613","89,280","58,794","18,367",0,"166,441"
2016,6,19791,"Vermont Electric Cooperative, Inc",VT,Final,"36,348","4,530",11,0,"40,889",.,.,.,.,0,176,39,3,0,218,"36,524","4,569",14,0,"41,107",.,.,.,.,0
2016,6,1738,Bonneville Power Administration,WA,Final,0,51,15,0,66,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0
2016,6,3660,PUD No 1 of Clark County - (WA),WA,Final,"181,298","11,155",38,.,"192,491",.,.,.,.,0,3,"4,458",.,.,"4,461","181,301","15,613",38,.,"196,952",.,.,.,.,0
2016,6,10454,Kootenai Electric Cooperative,WA,Final,.,.,.,.,0,92,3,1,0,96,.,.,.,.,0,92,3,1,0,96,142,40,1,0,183
2016,6,14354,PacifiCorp,WA,Final,"109,076","13,743","4,772",0,"127,591",.,.,.,.,0,176,"2,795",924,0,"3,895","109,252","16,538","5,696",0,"131,486",.,.,.,.,0
2016,6,15500,Puget Sound Energy Inc,WA,Final,"1,000,345","131,730","4,749",1,"1,136,825","1,051","3,809",117,0,"4,977",25,56,8,0,89,"1,001,421","135,595","4,874",1,"1,141,891","1,090","192,361","28,224",0,"221,675"
2016,6,16868,City of Seattle - (WA),WA,Final,0,0,0,0,0,.,.,.,.,0,"391,124","47,842",655,8,"439,629","391,124","47,842",655,8,"439,629",.,.,.,.,0
2016,6,17470,PUD 1 of Snohomish County,WA,Final,"3,827",304,6,.,"4,137",0,0,0,.,0,"313,073","31,582",78,.,"344,733","316,900","31,886",84,.,"348,870",.,.,.,.,0
2016,6,18429,City of Tacoma - (WA),WA,Final,200,24,270,.,494,"15,614",.,.,.,"15,614",.,"18,410","3,032",1,"21,443","15,814","18,434","3,302",1,"37,551","12,864",.,.,.,"12,864"
2016,6,20169,Avista Corp,WA,Final,"61,313","6,729",262,0,"68,304",0,0,0,0,0,"157,771","18,265",640,0,"176,676","219,084","24,994",902,0,"244,980",0,0,0,0,0
2016,6,4247,Consolidated Water Power Co,WI,Final,100,7,.,.,107,.,.,.,.,0,.,.,15,.,15,100,7,15,.,122,.,.,.,.,0
2016,6,4715,Dahlberg Light & Power Co,WI,Final,0,0,0,0,0,0,0,0,0,0,"10,702","1,184",38,0,"11,924","10,702","1,184",38,0,"11,924",0,0,0,0,0
2016,6,5574,East Central Energy,WI,Final,"4,828",294,0,0,"5,122",0,0,0,0,0,0,0,0,0,0,"4,828",294,0,0,"5,122",0,0,0,0,0
